fc.0.weight	fc.1.weight	fc.3.weight	fc.6.weight	fc.8.weight	fc.10.weight	fc.12.weight	fc.14.weight
10.64202	0.02721	5.56942	4.30901	4.10036	3.40392	3.72908	0.85609
4.50473	0.01492	3.83915	3.48189	3.55143	3.05414	3.47919	0.85313
14.63474	0.02924	5.71539	4.0364	3.57982	2.79683	3.63603	0.78975
4.01657	0.013	3.27086	2.79014	2.48207	1.74974	1.67821	0.34421
7.02998	0.02064	4.51757	3.51268	3.3117	2.73124	3.23114	0.90635
3.71052	0.01382	3.31216	2.93988	2.79706	2.05849	2.23011	0.48549
4.4014	0.01583	3.98705	3.7944	3.65793	3.00797	3.32149	0.7867
4.78036	0.01764	4.38326	4.103	3.9257	3.21567	3.74027	0.87062
4.67216	0.01365	3.81842	3.44581	3.23593	2.6268	3.30366	0.70465
3.84906	0.01155	3.17264	2.81214	2.64801	1.93932	2.07219	0.46208
4.33847	0.01245	3.4557	3.04763	2.86062	2.2581	2.48213	0.54959
5.2163	0.01155	3.01701	2.48873	2.28121	1.78838	2.10973	0.44357
4.54022	0.01462	3.77662	3.42856	3.40956	2.89856	3.44796	0.80273
5.16656	0.01507	3.6622	3.06085	2.87992	2.24353	2.66202	0.60464
3.24167	0.01075	2.7228	2.40192	2.24905	1.63424	1.72189	0.36488
6.24044	0.01572	4.03268	3.31509	3.00352	2.19278	2.21859	0.56713
3.66345	0.01143	3.10441	2.72412	2.56992	2.07363	2.40399	0.55886
6.91272	0.01951	4.7518	3.99957	3.51065	2.83566	3.00973	0.68592
4.94355	0.01593	4.14189	3.72642	3.5677	2.60705	2.8631	0.70704
4.24021	0.01334	3.50404	3.12326	3.09475	2.32579	2.58256	0.65651
3.71661	0.01327	3.28619	3.0134	3.00219	2.30953	2.38538	0.56094
3.80325	0.01099	2.98507	2.53532	2.30601	1.7489	1.94014	0.41529
4.25909	0.01422	3.69824	3.41067	3.38516	2.66192	2.85396	0.78404
6.50756	0.01573	3.80992	2.98932	2.65051	2.05848	2.24646	0.49325
3.35639	0.01092	2.84384	2.47681	2.25399	1.68333	1.88209	0.41073
4.36343	0.01392	3.62061	3.24243	3.2461	2.7602	3.09279	0.78968
4.81825	0.01576	3.97344	3.4896	3.20961	2.25339	2.32552	0.50616
4.70434	0.01357	3.68226	3.20178	3.09526	2.64021	3.00216	0.7244
5.64634	0.01764	4.60533	4.37673	4.89267	4.11616	4.4923	1.32214
5.17529	0.01741	4.24345	3.68256	3.69627	2.96095	3.40008	0.77479
4.54493	0.01695	4.18173	3.96608	3.97184	3.13548	3.63442	0.99643
6.46307	0.01745	4.16111	3.37122	3.06344	2.3706	2.89552	0.64369
3.82451	0.01354	3.27705	2.84939	2.61624	2.09924	2.38693	0.54278
4.00522	0.01371	3.4751	3.05116	2.88834	2.20498	2.3731	0.53353
4.89548	0.0154	3.8553	3.48355	3.38605	2.73408	3.09449	0.75236
4.64658	0.01389	3.68165	3.17853	3.08441	2.36563	2.63017	0.74313
4.47819	0.01426	3.68901	3.40468	3.42999	2.73589	3.14288	0.74982
3.82739	0.01201	3.18436	2.80555	2.7431	2.26615	2.54349	0.52873
4.65576	0.01525	3.87113	3.5585	3.70122	2.90944	3.38702	0.94989
3.73366	0.01296	3.09879	2.66244	2.48274	1.83023	1.87985	0.40482
4.1325	0.01205	3.45798	3.17676	3.10924	2.5727	2.84999	0.65108
3.38252	0.01096	2.83782	2.61223	2.73869	2.31647	2.27064	0.52407
5.83588	0.01785	4.64393	4.14515	4.27089	3.55229	4.13106	0.89987
5.33072	0.01754	4.13114	3.58302	3.38375	2.59069	2.74605	0.73227
5.22264	0.01644	4.21588	3.77412	3.47744	2.65385	2.79218	0.60636
4.84108	0.01505	3.80985	3.47823	3.72303	3.18233	3.68187	1.02004
6.71619	0.02044	4.93176	4.32283	4.3531	3.66937	4.49586	1.07205
13.01406	0.03185	6.11593	4.45359	4.18466	3.5248	4.29199	1.0461
5.87136	0.01819	4.49214	4.01694	4.22847	3.34346	3.9457	1.005
5.41976	0.01865	4.60827	4.22426	4.24272	3.23149	3.69198	0.89538
4.90233	0.01912	4.33264	4.0895	4.07511	3.19299	3.43101	0.75797
5.51366	0.01821	4.4577	4.04962	3.96754	3.28097	3.89899	0.90633
6.12982	0.02047	5.25494	4.92078	5.24511	4.44237	5.51548	1.20479
4.88397	0.01681	4.31355	4.06086	4.09705	3.58343	4.0547	0.98594
4.50471	0.01411	3.64886	3.1934	3.03642	2.26103	2.5789	0.6412
5.13902	0.01655	4.30371	3.88677	4.03214	3.25517	3.85798	0.94929
4.88804	0.01507	3.66467	2.97659	2.72489	2.1186	2.47512	0.61508
4.65764	0.01665	4.13364	3.77159	3.9215	3.13096	3.7409	1.06945
4.93899	0.01571	4.08214	3.8043	3.96855	3.4058	4.18681	1.09919
5.23858	0.01668	4.3236	3.87949	3.9706	3.23788	3.71203	0.99717
3.88092	0.01207	3.28384	3.0202	3.12446	2.6724	2.99747	0.70402
6.74311	0.01851	4.38328	3.8614	4.14755	3.44421	4.18083	0.98556
4.54385	0.0151	3.84764	3.47173	3.58294	3.27222	3.65189	0.87531
4.27985	0.01466	3.75253	3.41234	3.62514	3.24057	3.93892	1.0774
2.93874	0.00929	2.45827	2.21475	2.09206	1.69763	1.72451	0.37904
3.53368	0.01072	3.00166	2.8229	2.82585	2.43465	3.04079	0.77996
3.9271	0.01171	3.0603	2.65487	2.69738	2.18575	2.28812	0.56256
3.80641	0.01252	3.17616	2.89624	2.67495	2.1367	2.21003	0.5081
3.49307	0.01069	2.79326	2.36825	2.1597	1.77698	2.02227	0.55047
3.54024	0.01225	3.08174	2.64683	2.65303	2.23227	2.48209	0.53296
3.04732	0.01011	2.60812	2.36238	2.11555	1.62845	1.67149	0.36717
3.19831	0.00982	2.52506	2.22583	2.17708	1.80863	2.16673	0.49138
3.80018	0.01083	2.85869	2.38657	2.26773	1.94781	2.19046	0.47055
4.16915	0.01398	3.47464	3.10213	3.18574	2.83273	3.42186	0.94754
4.07684	0.01368	3.46017	3.14787	3.34727	2.68263	3.00945	0.71094
3.31467	0.01085	2.7209	2.53471	2.623	2.22567	2.74635	0.68803
3.56394	0.01135	2.90475	2.66607	2.64183	2.1171	2.41522	0.57441
3.46195	0.01112	2.76388	2.43553	2.33599	1.97987	2.20998	0.5984
3.95287	0.01236	2.98972	2.60507	2.47594	1.84892	1.97946	0.41337
3.0892	0.01027	2.61146	2.19341	1.91227	1.41845	1.58533	0.38283
3.46408	0.01067	2.87198	2.54441	2.66483	2.09678	2.36529	0.63093
3.44694	0.01037	2.61529	2.24662	2.1061	1.80219	2.2886	0.53729
3.06881	0.0092	2.49185	2.15606	2.03603	1.67166	1.72893	0.35734
3.04403	0.00947	2.59795	2.34606	2.11135	1.67386	1.8551	0.48298
6.08765	0.01389	3.13109	2.48029	2.12181	1.6353	1.69987	0.32772
4.32761	0.01337	3.67177	3.4518	3.72922	3.70347	4.72134	1.11013
3.54031	0.01181	3.0063	2.70984	2.84186	2.56978	3.06099	0.77509
4.63539	0.01661	4.00057	3.5526	3.64817	3.32498	4.28317	1.19631
5.81075	0.01939	4.77658	4.18346	4.43111	4.29637	5.78958	1.31442
5.54383	0.01834	4.72748	4.38895	4.77724	4.04432	4.5289	1.11753
6.7642	0.02365	5.78613	5.17747	5.41499	4.48802	5.35497	1.3814
4.91606	0.01537	3.87006	3.42155	3.43951	2.78008	3.08458	0.83091
4.90842	0.01382	3.48593	2.81837	2.55861	1.93694	1.96727	0.40928
5.92629	0.01838	4.65717	4.22457	4.48785	3.81069	4.89451	1.27498
13.527	0.03326	6.82236	4.88205	4.36653	3.47042	4.23596	1.04408
4.93636	0.01858	4.11562	3.39225	3.07061	2.34998	2.6035	0.54871
4.02702	0.01299	3.2811	2.97533	2.90935	2.42499	2.96392	0.71857
5.27936	0.01875	4.39922	4.00001	3.8727	3.13844	3.43972	0.81012
4.26905	0.01409	3.35882	3.00291	2.92253	2.42713	2.54731	0.59521
4.11815	0.01209	3.32598	3.07748	2.93261	2.35946	2.63319	0.69192
4.23648	0.01529	3.66567	3.28004	3.17576	2.58197	2.9381	0.72624
3.98952	0.01337	3.33086	3.10275	3.36292	3.12012	3.67019	0.89722
5.2208	0.01524	4.01009	3.60805	4.14018	3.86241	4.37856	1.10493
4.24543	0.01487	3.70639	3.49229	3.59083	2.99433	3.37171	0.87458
6.6812	0.01848	4.46235	3.74014	3.79576	3.17951	3.78079	0.93045
4.28671	0.01337	3.4295	3.10805	3.00923	2.42987	2.58394	0.5498
7.95942	0.02618	5.62453	4.72841	4.65603	4.07287	5.12081	1.27045
11.7544	0.0274	5.30994	3.91807	3.61348	3.09388	3.99719	1.11846
8.38915	0.0219	4.65924	3.44282	3.16426	2.63958	2.73289	0.4971
4.95006	0.01453	3.86892	3.39179	3.36922	2.74377	3.1174	0.76848
20.90868	0.04688	6.75781	4.42497	3.84443	2.91398	3.31222	0.82338
7.67643	0.02088	4.43062	3.45221	3.26538	2.63783	3.32769	0.74494
14.18354	0.03823	7.10187	5.54964	5.16471	4.26962	4.91621	1.13323
6.26843	0.0232	5.49664	5.01613	5.06948	4.25429	5.05296	0.95
7.37468	0.02312	5.9209	5.15012	4.95222	3.77705	4.21893	1.0204
5.85221	0.01795	4.75236	4.14005	3.93294	3.25173	3.49199	0.83827
6.50025	0.02008	4.94056	4.38169	4.21527	3.59778	4.65561	1.12664
5.85995	0.02219	5.02751	4.50614	4.5935	4.02048	4.07156	0.88933
6.15541	0.01876	4.64869	3.9765	3.83121	3.30707	3.73672	0.92173
5.7032	0.0158	4.31377	3.85145	3.99063	3.45998	4.53886	1.14578
6.41591	0.02122	4.90967	4.33391	4.55019	3.62109	4.00851	0.99973
5.64966	0.02031	4.66605	4.2425	4.54856	4.0264	4.75023	1.13697
5.06762	0.01885	4.42305	4.02572	4.36511	3.78989	4.45907	1.1989
4.06438	0.01398	3.49088	3.0903	2.97625	2.48891	2.86142	0.70201
5.3231	0.02061	4.7035	4.23806	4.34507	3.63544	4.20111	1.05674
5.29142	0.01567	4.05244	3.58327	3.47931	2.86156	3.16571	0.76505
3.99824	0.01473	3.41694	3.01448	3.12268	2.68456	3.10969	0.81081
4.83446	0.01613	3.96956	3.67196	3.87159	3.13078	3.54348	0.86076
5.94683	0.01913	4.34654	3.68218	3.49251	2.8169	3.15371	0.7401
4.17163	0.0136	3.46529	3.2531	3.40876	2.88017	3.72172	0.91386
5.26633	0.0173	4.42845	4.2101	4.35668	3.78954	4.49153	1.04523
6.59237	0.02226	5.31578	4.81669	5.56889	5.22152	6.65637	1.97361
10.68539	0.0273	5.50944	4.53272	4.54753	3.67861	4.75732	1.12707
5.78751	0.01935	4.68914	4.43851	4.53924	3.99731	4.33793	1.17084
5.75513	0.01867	4.68385	4.14222	4.18826	3.29182	3.41343	0.82155
8.81265	0.02626	5.48589	4.85967	5.1604	4.51146	5.34969	1.67882
15.99572	0.04461	7.31789	5.14142	4.90601	4.05725	4.52298	1.18498
6.24895	0.01936	4.3226	3.6307	3.56201	2.91129	3.43361	0.86495
4.74419	0.01745	4.17242	3.84072	3.8468	3.09156	3.90179	0.9965
3.90833	0.01447	3.40313	3.27733	3.29389	2.87744	3.34969	0.9447
4.33432	0.01352	3.46251	3.2303	3.24894	3.04059	3.39678	0.76112
3.04436	0.01132	2.76693	2.36045	2.20411	1.57973	1.74508	0.33536
3.44281	0.01033	2.73044	2.33031	2.16002	2.01335	2.38361	0.55607
4.45937	0.01262	3.2517	3.07816	3.07754	2.49612	2.49962	0.61382
4.02079	0.01436	3.2102	2.69748	2.54425	2.15782	2.35718	0.55178
3.06396	0.01143	2.68634	2.33131	2.16578	1.8482	2.20601	0.49849
8.56164	0.02159	3.78385	2.68517	2.4132	1.97404	2.37448	0.58979
3.62109	0.01235	3.01278	2.93474	2.91495	2.63359	3.28445	0.90131
2.87563	0.01073	2.50956	2.2437	2.0943	1.6751	1.77731	0.39228
5.00972	0.01348	3.59776	3.30112	3.23994	2.77268	3.28917	0.76179
4.22238	0.01333	3.58643	3.48833	3.76939	3.40445	4.48733	1.21432
4.45659	0.01516	3.90704	3.76577	4.09328	3.58695	3.96751	1.04077
6.44667	0.01902	4.0942	3.68154	3.8278	3.41866	4.33303	0.99975
3.80445	0.01261	3.11413	2.84817	2.72638	2.23339	2.61439	0.68114
4.23023	0.01684	3.85671	3.5811	3.65171	3.26192	4.13211	1.02202
3.43735	0.01095	2.92956	2.67308	2.56913	2.12847	2.72902	0.63621
3.79933	0.00957	2.50312	1.98967	1.62883	1.19875	1.33435	0.26861
2.83218	0.00795	2.20785	1.90705	1.73798	1.42083	1.80252	0.41334
2.19766	0.00627	1.75344	1.62446	1.54943	1.30484	1.66204	0.4508
2.25418	0.00763	1.90853	1.79119	1.80597	1.55888	1.83687	0.4276
1.86866	0.00563	1.52748	1.37933	1.26336	0.9998	1.07686	0.2113
2.18558	0.00729	1.83874	1.64172	1.54989	1.21729	1.36692	0.33549
2.16414	0.00705	1.79898	1.58971	1.45001	1.14433	1.31755	0.30801
2.03016	0.00627	1.65987	1.46724	1.44975	1.25728	1.4281	0.39101
1.81654	0.00524	1.54393	1.41829	1.32802	1.11178	1.33427	0.33854
2.14339	0.00667	1.72867	1.49628	1.39732	1.1232	1.2786	0.29327
1.98642	0.00609	1.65361	1.44582	1.30824	1.01968	1.14709	0.24487
2.46925	0.00715	1.88061	1.66017	1.45634	1.15482	1.23128	0.2713
2.18977	0.00698	1.70348	1.50928	1.34268	1.08178	1.19042	0.27596
2.04805	0.00618	1.69362	1.43309	1.33977	1.06086	1.15801	0.25777
1.77002	0.00535	1.43178	1.2047	1.03614	0.74853	0.79527	0.17651
1.87865	0.00565	1.53943	1.39033	1.31128	1.0459	1.19574	0.33104
6.66627	0.01697	2.46656	1.60624	1.30756	1.01104	1.01612	0.22929
2.30694	0.00764	1.88214	1.69568	1.6319	1.27569	1.41221	0.34017
2.28807	0.0067	1.74858	1.53257	1.41939	1.14516	1.373	0.32581
2.3246	0.00679	1.81062	1.58764	1.50322	1.2403	1.3272	0.2702
2.04178	0.0065	1.71738	1.5138	1.40202	1.1834	1.29008	0.31998
2.03287	0.00659	1.71209	1.62277	1.67303	1.53689	1.83923	0.51765
2.10493	0.00637	1.70949	1.47847	1.33958	1.10997	1.21171	0.32876
2.06826	0.00634	1.68461	1.50171	1.39139	1.07492	1.07361	0.25052
2.03253	0.00608	1.67324	1.54735	1.55466	1.39599	1.72156	0.49167
2.48942	0.00766	2.01313	1.81158	1.80662	1.67071	2.08359	0.55054
2.0909	0.00609	1.65912	1.46694	1.37295	1.07644	1.16624	0.26038
1.87878	0.00586	1.58244	1.31641	1.18789	0.9242	1.0704	0.25238
1.99816	0.00588	1.56994	1.36174	1.27172	1.00049	1.15811	0.34416
2.12284	0.00648	1.72874	1.47771	1.22404	0.95398	0.99153	0.20922
2.79149	0.00871	2.16407	1.94756	1.90975	1.50897	1.64928	0.40909
1.92377	0.0057	1.56878	1.41227	1.40489	1.26111	1.6803	0.42143
2.01849	0.00675	1.70778	1.51665	1.43516	1.20597	1.37345	0.30028
1.83275	0.00616	1.55363	1.34257	1.222	0.9913	1.1984	0.28062
2.10934	0.00655	1.73424	1.52237	1.40709	1.18636	1.27199	0.27554
1.91214	0.00647	1.63938	1.54932	1.57628	1.37156	1.64461	0.38458
2.1388	0.0071	1.7715	1.51706	1.43929	1.15411	1.26988	0.35925
2.04818	0.00586	1.7046	1.54281	1.43778	1.20542	1.33357	0.32982
1.79386	0.00568	1.45925	1.26511	1.13074	0.94396	1.00536	0.25698
1.68045	0.00504	1.32603	1.18804	1.08364	0.8381	0.91051	0.19885
1.59954	0.00507	1.35119	1.18801	1.11029	0.83726	0.88152	0.21324
2.10024	0.006	1.63461	1.47172	1.45682	1.23071	1.37071	0.34695
1.88175	0.00544	1.48815	1.26438	1.16498	0.91224	0.95861	0.20857
1.98143	0.00639	1.60735	1.39612	1.25796	0.99297	1.05196	0.24758
1.99599	0.00641	1.59375	1.37817	1.23842	0.95746	1.02325	0.22032
1.92886	0.00628	1.62675	1.40166	1.33043	1.10603	1.21466	0.24949
1.79832	0.0053	1.48673	1.27755	1.16094	0.95645	1.08614	0.24937
2.36341	0.00714	1.78996	1.58421	1.56799	1.33318	1.66224	0.43851
1.81263	0.00525	1.45449	1.30039	1.0974	0.78774	0.83869	0.18009
1.89299	0.0064	1.61101	1.39501	1.2487	0.97796	0.96882	0.21597
2.12169	0.00691	1.73668	1.55699	1.62205	1.39086	1.58732	0.41223
2.13527	0.00633	1.75509	1.58347	1.5299	1.25254	1.4044	0.36402
2.05239	0.00738	1.84239	1.66805	1.73864	1.59315	1.80251	0.51248
2.31723	0.00739	1.86408	1.70015	1.66371	1.43022	1.53131	0.37547
2.04542	0.00662	1.68417	1.46302	1.40613	1.1404	1.31997	0.29245
1.78874	0.00532	1.46756	1.27411	1.18507	1.00462	1.24576	0.29298
1.9538	0.00593	1.50708	1.31191	1.17069	0.87596	0.82404	0.17543
2.05967	0.00664	1.67478	1.46567	1.35386	1.13965	1.28669	0.34204
2.25248	0.00732	1.84176	1.6351	1.57432	1.25306	1.45545	0.34502
2.21564	0.00725	1.85685	1.71544	1.66061	1.3373	1.59402	0.39069
2.09337	0.00616	1.68425	1.51301	1.42469	1.26094	1.52398	0.34084
1.88561	0.00616	1.53217	1.33206	1.25174	1.01104	1.05043	0.24954
2.0954	0.0066	1.70241	1.42045	1.30578	1.0344	1.15061	0.28366
1.88051	0.00569	1.5393	1.33871	1.1918	0.95777	0.98761	0.22993
2.03348	0.00659	1.65901	1.50889	1.56832	1.32849	1.55673	0.40743
2.22543	0.00742	1.84097	1.64051	1.62405	1.44809	1.54772	0.33126
1.77602	0.00517	1.45856	1.22232	1.09946	0.85984	1.01316	0.25081
1.89338	0.00563	1.56298	1.32989	1.25709	1.04673	1.26799	0.32001
2.76525	0.00688	1.73772	1.61473	1.5404	1.21352	1.35641	0.33588
1.84559	0.00524	1.52036	1.38581	1.31587	1.0714	1.15655	0.24845
1.74854	0.00575	1.45925	1.25313	1.13072	0.88149	0.93317	0.19164
1.63306	0.00485	1.32881	1.14695	0.99879	0.82643	0.97262	0.26308
1.78811	0.0056	1.41038	1.24256	1.10796	0.87556	0.96548	0.21463
1.76286	0.00555	1.45051	1.23601	1.09522	0.85584	0.98835	0.20366
2.05201	0.0065	1.6667	1.42191	1.30584	0.94595	0.98951	0.21004
1.93965	0.00585	1.57511	1.40614	1.32822	1.1485	1.44228	0.33099
1.92396	0.00636	1.59578	1.43946	1.34267	1.08862	1.31467	0.31762
2.19944	0.0062	1.71403	1.46823	1.31973	0.95452	1.09206	0.24659
1.95826	0.00545	1.48955	1.23288	1.12449	0.85422	0.96474	0.23462
2.26491	0.00753	1.85478	1.64026	1.59513	1.28285	1.51337	0.35514
2.35254	0.00677	1.76705	1.52925	1.47061	1.28164	1.54338	0.35301
1.67851	0.00548	1.3836	1.22088	1.21327	1.0425	1.33923	0.35131
2.51179	0.00694	1.78099	1.63611	1.60753	1.2427	1.25596	0.24558
1.75051	0.00525	1.45374	1.29403	1.18338	0.89444	1.02351	0.2659
3.3279	0.00895	2.00631	1.68812	1.56535	1.29468	1.66677	0.45581
1.90099	0.00581	1.5643	1.31226	1.19213	0.9876	1.03933	0.25376
1.85359	0.00543	1.48815	1.34539	1.26544	1.06165	1.22079	0.29947
1.86103	0.00563	1.55837	1.36809	1.29409	1.07353	1.2459	0.27354
2.10375	0.0065	1.7141	1.53366	1.51847	1.28461	1.59851	0.35488
2.02893	0.00628	1.6209	1.40231	1.24858	0.95615	1.06594	0.24659
2.6841	0.00757	1.97202	1.67975	1.63096	1.42704	1.63333	0.40099
2.31635	0.00688	1.73132	1.50714	1.42039	1.25229	1.51087	0.3722
2.39708	0.00656	1.72714	1.55025	1.49496	1.20547	1.26762	0.27763
1.87004	0.00526	1.46712	1.27707	1.12583	0.94316	0.9604	0.21461
2.41997	0.00752	1.89025	1.65883	1.6082	1.38196	1.81776	0.49523
2.01304	0.0063	1.66073	1.45007	1.43141	1.18072	1.41701	0.33904
1.95529	0.0056	1.52377	1.36991	1.31653	1.08302	1.2306	0.32193
1.8747	0.0053	1.45922	1.27121	1.23108	0.96081	1.05254	0.21477
2.20305	0.00642	1.74536	1.54667	1.45659	1.20777	1.33727	0.31285
2.16149	0.0061	1.70871	1.50374	1.44904	1.24246	1.34485	0.32098
1.82549	0.00681	1.55536	1.31319	1.25012	0.94421	1.12484	0.24173
1.89109	0.00516	1.44561	1.23486	1.12199	0.92686	0.97447	0.23732
2.28832	0.00688	1.78444	1.56399	1.50771	1.20899	1.28204	0.28324
1.9203	0.00543	1.50692	1.33347	1.13614	0.90432	0.93302	0.18093
1.77706	0.00531	1.48713	1.32509	1.32007	1.07962	1.21719	0.32179
1.78277	0.00481	1.38062	1.23142	1.18223	0.91297	1.03731	0.27647
2.07731	0.00551	1.60334	1.49986	1.58006	1.40257	1.86281	0.48132
1.91154	0.00561	1.54754	1.32399	1.2248	0.99649	1.127	0.27368
1.89752	0.00637	1.56749	1.36443	1.28261	1.05065	1.19605	0.30084
1.89163	0.00677	1.60317	1.49028	1.49055	1.24738	1.38056	0.33342
2.06012	0.00586	1.62038	1.41016	1.43605	1.30295	1.64208	0.45675
2.16316	0.00598	1.62285	1.3388	1.15372	0.94624	1.12493	0.33781
2.2901	0.00674	1.78457	1.56625	1.59828	1.4235	1.63848	0.43508
1.79459	0.00495	1.41995	1.23854	1.14248	0.92202	1.03099	0.29683
2.13434	0.00692	1.83697	1.60512	1.63296	1.44764	1.6513	0.37163
1.97145	0.00598	1.58368	1.40527	1.34141	1.1374	1.32317	0.3244
2.18829	0.00753	1.85159	1.65163	1.57293	1.30897	1.5365	0.34098
2.05884	0.00626	1.63893	1.48627	1.48109	1.1936	1.34101	0.32936
2.06559	0.00625	1.67546	1.48707	1.3714	1.1042	1.17349	0.2664
1.7795	0.00543	1.44164	1.26689	1.18263	0.97221	0.95375	0.2052
2.52021	0.00689	1.87629	1.7387	1.70624	1.41012	1.5054	0.37864
1.69602	0.00492	1.3691	1.21887	1.16656	0.99575	1.10653	0.24818
1.84549	0.00489	1.42958	1.1823	1.06871	0.83088	0.90148	0.19252
2.04793	0.00627	1.66079	1.43553	1.34573	1.07213	1.24633	0.3534
1.63806	0.00442	1.30942	1.11045	0.94601	0.68874	0.73127	0.1554
1.81306	0.00526	1.45791	1.29058	1.217	1.01235	1.22208	0.35447
2.13287	0.00626	1.73608	1.5543	1.57431	1.39885	1.8241	0.45487
2.14251	0.00658	1.67721	1.56399	1.54088	1.30022	1.52019	0.39053
2.32307	0.0068	1.73202	1.56912	1.42024	1.07407	1.09413	0.23792
1.8453	0.00607	1.52943	1.34188	1.29291	1.03473	1.13954	0.25512
1.95621	0.00603	1.63299	1.47026	1.40185	1.17647	1.2859	0.26273
2.12985	0.0062	1.68212	1.54227	1.54486	1.25315	1.44602	0.37863
1.89871	0.0054	1.48333	1.26595	1.11322	0.89782	1.11713	0.2746
2.25797	0.00694	1.7577	1.57083	1.64476	1.46301	1.66103	0.42313
2.36232	0.00707	1.81252	1.51111	1.35434	1.04656	1.25949	0.29484
1.85467	0.00553	1.5162	1.29789	1.24499	0.99235	1.08903	0.25279
2.0799	0.00558	1.53927	1.31427	1.14531	0.87012	0.89139	0.19836
2.83813	0.00914	1.98105	1.6505	1.62777	1.29789	1.36968	0.32906
1.68931	0.00507	1.35743	1.20244	1.18956	1.07634	1.30545	0.32585
2.2441	0.00757	1.8924	1.59362	1.61363	1.35137	1.55756	0.35562
2.04073	0.00608	1.62165	1.34735	1.31755	1.09697	1.28194	0.294
2.06174	0.00618	1.57818	1.45748	1.3093	0.9694	0.96595	0.1982
1.97302	0.0064	1.60273	1.39667	1.25261	1.02507	1.2547	0.30577
2.61517	0.00761	1.91453	1.68566	1.5491	1.29556	1.42515	0.35352
2.31631	0.00707	1.84566	1.67772	1.69944	1.57281	2.06342	0.51625
2.08168	0.00722	1.74383	1.47433	1.32065	1.09703	1.0373	0.21389
2.20321	0.00755	1.8316	1.65438	1.66849	1.51532	1.72853	0.44995
2.632	0.00844	2.02098	1.70309	1.66057	1.37753	1.47482	0.32529
1.95702	0.0063	1.55064	1.32814	1.21433	0.97266	1.10786	0.24937
1.81725	0.00536	1.45139	1.3054	1.30108	1.04401	1.08758	0.25187
2.15578	0.00648	1.67323	1.471	1.39512	1.12052	1.18648	0.24335
2.06714	0.00631	1.64303	1.40292	1.2644	1.01785	1.03571	0.25905
1.98568	0.00563	1.5616	1.33451	1.27958	1.09007	1.30765	0.28506
3.58063	0.00966	2.42774	2.14848	2.13115	1.71463	1.79002	0.55143
2.48074	0.00808	1.96802	1.69879	1.64465	1.31545	1.52465	0.32568
2.31549	0.00753	1.90612	1.69265	1.69349	1.39014	1.56652	0.31616
2.14616	0.00683	1.74167	1.60671	1.65433	1.39958	1.56472	0.38723
2.011	0.00628	1.68384	1.46471	1.37464	1.16997	1.34155	0.30907
2.07942	0.00533	1.48806	1.33092	1.23754	0.95672	0.9208	0.20517
2.06159	0.00575	1.57043	1.39698	1.30448	1.08052	1.25187	0.32422
1.9572	0.00606	1.64403	1.46858	1.4426	1.2337	1.48279	0.38403
2.02645	0.00654	1.68036	1.49015	1.46761	1.29132	1.55671	0.37143
2.33925	0.00886	2.00618	1.90171	2.03594	1.70788	1.89101	0.53138
2.5033	0.00858	2.06759	1.86278	1.8757	1.53779	1.93154	0.43729
2.31196	0.00736	1.92445	1.81491	1.98285	1.67643	2.04487	0.67955
2.46947	0.00704	1.87702	1.69334	1.80301	1.63548	2.10876	0.50752
1.81458	0.00527	1.43336	1.30174	1.28687	1.0428	1.24262	0.29319
1.98277	0.00641	1.61729	1.40845	1.35399	1.08794	1.2087	0.25994
1.73822	0.00503	1.37513	1.19416	1.03994	0.79667	0.74829	0.15185
2.19977	0.00636	1.65655	1.42565	1.32918	1.07581	1.10316	0.24307
1.9443	0.00559	1.53934	1.36815	1.27508	1.00008	1.10239	0.26168
2.19317	0.00687	1.77401	1.56056	1.57941	1.33283	1.51974	0.38675
2.93507	0.00854	2.1765	1.84014	1.72323	1.32325	1.56409	0.31821
2.49875	0.00735	1.78158	1.62903	1.57324	1.34103	1.48392	0.35782
2.90214	0.00878	2.08853	1.81077	1.75955	1.47315	1.46845	0.38247
2.39824	0.00697	1.80096	1.45131	1.26914	1.09423	1.11732	0.26052
2.36233	0.00732	1.84188	1.54511	1.43057	1.18789	1.2016	0.26868
2.01458	0.00564	1.6195	1.41841	1.3191	0.98842	1.0206	0.1689
1.98829	0.00619	1.62622	1.46149	1.45917	1.24799	1.51584	0.36277
1.92061	0.00597	1.50438	1.35169	1.34863	1.10065	1.14306	0.25301
1.96836	0.00566	1.55987	1.37584	1.38245	1.29207	1.67397	0.44592
1.94837	0.00619	1.57517	1.40468	1.29577	1.01625	1.16707	0.30928
2.17204	0.0062	1.66787	1.49622	1.44636	1.23741	1.50814	0.42529
2.07686	0.0061	1.65549	1.39571	1.22001	0.92627	0.92711	0.19985
1.93346	0.00528	1.45321	1.26714	1.19828	1.00348	1.08919	0.22977
1.99732	0.0068	1.67999	1.47512	1.42186	1.18031	1.25409	0.31172
2.0998	0.00699	1.75752	1.52874	1.44951	1.14932	1.33286	0.31731
1.81954	0.00534	1.40138	1.13467	0.97303	0.74914	0.83732	0.18726
2.09388	0.00657	1.7024	1.46823	1.39466	1.19176	1.46859	0.35844
2.31973	0.00731	1.77675	1.56206	1.53146	1.37738	1.68507	0.40229
2.14865	0.00663	1.72622	1.57982	1.60981	1.42113	1.59501	0.40719
2.10349	0.00659	1.68285	1.45853	1.42475	1.17049	1.23704	0.25952
