fc.0.weight	fc.2.weight	fc.4.weight	fc.6.weight	fc.8.weight	fc.10.weight	fc.12.weight
0.62356	3.41627	2.96591	3.70915	4.00248	5.17266	5.95205
0.58121	3.14173	2.51518	3.30077	3.54806	4.74685	5.72591
0.85816	4.16818	3.39366	4.0401	3.94024	4.65743	5.60356
0.46814	2.19413	1.92309	2.69038	3.4567	4.83512	5.84503
0.72921	3.32473	2.66579	3.56393	3.9127	4.87202	5.63625
0.62054	2.88868	2.46699	3.16829	3.61585	4.75972	5.72393
0.78978	4.00467	3.14675	3.91273	4.03945	4.95438	5.73544
0.65825	3.58946	3.14832	4.06342	4.33242	5.27995	5.74077
0.64296	3.51256	2.95525	3.95952	4.44301	5.3751	6.03559
0.75191	3.94798	3.20151	3.9458	4.22118	5.30684	5.9555
0.84396	4.44714	3.90286	4.83813	4.82334	5.74945	5.86151
0.93857	4.34402	3.66745	4.59044	4.55607	5.52032	6.00147
0.93903	4.73935	3.77317	4.35794	4.58189	5.53965	5.90585
0.84097	4.29767	3.49556	4.24472	4.55187	5.72181	6.02952
0.85463	4.30934	3.56819	4.40739	4.58519	5.65012	6.13067
0.75147	4.13665	3.39659	4.12201	4.08604	5.17875	5.94979
1.02234	5.66993	4.63528	5.32912	4.91253	5.48453	5.87359
0.96335	4.41501	3.68211	4.72188	4.58042	5.45013	5.76516
0.64119	3.02097	2.58177	3.49207	4.05103	5.30255	5.94224
0.82571	4.5664	3.67734	4.5582	4.60068	5.36045	5.93788
0.557	2.81602	2.38593	3.17	3.7631	4.83566	5.77356
0.78484	3.96702	3.49394	4.44516	4.37247	5.25031	5.73692
0.9233	4.40803	3.62483	4.53397	4.33914	5.36564	5.88076
0.73388	3.80258	3.09006	4.04273	4.15782	5.01517	5.7503
0.68069	3.42065	2.84329	3.44036	3.82517	4.98495	5.75524
0.81653	4.34484	3.65043	4.36718	4.3181	5.27123	5.85122
0.77265	3.78125	2.95416	3.72647	4.23949	5.38457	6.02429
0.82279	4.07257	3.31639	4.01905	4.11365	5.05428	5.71159
0.47149	2.30017	2.02164	2.80304	3.29627	4.62632	5.61716
0.57967	2.91285	2.37652	3.0545	3.60722	4.76639	5.58082
0.52071	2.66213	2.26539	2.97835	3.58033	4.77851	5.73822
0.55345	2.87088	2.40195	3.21086	3.6455	4.74845	5.68739
0.41297	2.43123	2.11499	2.76966	3.3506	4.60815	5.64096
0.59293	2.82932	2.30545	2.93851	3.32965	4.5859	5.67398
0.41713	2.25093	2.08358	2.76557	3.26539	4.48683	5.4893
0.43068	2.44289	2.08592	2.78895	3.13244	4.44752	5.54909
0.4849	2.4667	2.05944	2.73156	3.04191	4.10563	5.39357
0.69159	3.50714	2.89134	3.68859	3.66289	4.73898	5.73269
0.69979	3.53126	2.87605	3.49742	3.77739	4.75304	5.64522
0.5929	2.91169	2.31242	2.77547	3.16801	4.42606	5.61968
0.64282	2.94799	2.49844	3.14515	3.3327	4.44767	5.65471
0.47034	2.26987	1.94978	2.69241	3.24435	4.68971	5.69806
0.41817	2.27904	1.97021	2.65009	3.19174	4.48877	5.57412
0.3084	1.79089	1.59171	2.37238	2.96383	4.35324	5.55221
0.50909	2.70634	2.22656	2.96153	3.20373	4.36325	5.54967
0.46643	2.22473	1.85288	2.49669	2.97868	4.47627	5.62803
0.44273	2.32505	1.89354	2.46848	2.94088	4.30483	5.53343
0.40666	2.44306	2.03732	2.68627	3.27957	4.69801	5.64648
0.4039	2.06933	1.81522	2.50935	2.9795	4.23089	5.63281
0.8731	4.45443	3.70149	4.19857	4.00756	4.91104	5.81829
0.5539	3.20754	2.5912	3.26399	3.45881	4.59733	5.62179
0.71398	4.12845	3.39929	4.1007	4.03121	5.04628	5.80301
1.00983	5.2594	4.21982	4.82558	4.71111	5.57587	5.71681
0.98933	4.9809	4.10462	4.8184	4.63128	5.37312	5.68643
1.10714	5.52354	4.45518	5.15263	4.75152	5.44831	5.79304
0.65381	3.681	3.01501	3.60018	4.09137	5.28048	5.72181
0.47467	2.51372	2.29374	3.13652	3.74492	5.18257	5.70847
0.93263	4.93229	4.09195	4.72025	4.50754	5.38522	5.66781
0.92317	4.6859	3.79593	4.67894	4.5175	5.26028	5.72862
0.55171	3.0544	3.02323	4.08364	4.35797	5.20064	5.7965
0.56498	2.99694	2.59973	3.2187	3.69873	4.74106	5.47813
0.74437	4.28062	3.54113	4.23898	4.23381	5.35391	5.90676
0.69311	3.2825	2.69496	3.36543	3.95	5.0796	5.71092
0.6892	3.15194	2.60555	3.32594	3.72799	4.77388	5.6753
0.79081	3.78229	2.95206	3.72217	3.76196	4.77718	5.5956
0.83012	3.98052	3.11411	3.67514	3.80578	4.98265	5.75709
0.99689	4.65463	3.77277	4.61808	4.34931	5.16391	5.75
0.7449	4.05444	3.3181	4.09596	4.1836	5.2298	5.76887
0.86271	3.81622	3.20141	4.10253	4.25102	5.19237	5.7767
0.52849	2.9382	2.79845	3.57723	3.81467	4.84595	5.6375
1.10478	5.03145	4.1243	5.1743	4.81702	5.34026	5.66648
0.83047	4.21956	3.2796	4.0797	4.18761	5.21131	5.70392
0.71849	3.62353	3.11455	3.96522	4.30733	5.22379	5.75842
0.74323	3.66444	2.99348	3.80617	4.0965	5.22315	5.71052
0.71569	3.64543	3.05866	3.86902	4.17114	5.15964	5.65568
0.69855	3.61026	3.24676	3.96185	4.03523	4.97061	5.54144
1.13378	5.27724	4.21054	5.20211	4.85381	5.35985	5.72499
1.07504	5.46524	4.95558	6.15518	5.40182	5.72889	5.87402
1.02912	4.91405	3.99656	5.04159	5.24778	6.19988	5.99661
0.76868	4.02107	3.57238	4.35103	4.3416	5.33953	5.61974
0.92541	4.87997	3.83001	4.35673	4.33298	5.25818	5.64316
1.12655	5.61961	4.53116	5.64641	4.94229	5.61455	5.7202
0.91946	4.26463	3.54541	4.36221	4.17944	5.23125	5.58618
0.92778	4.82333	3.88653	4.46671	4.36341	5.21231	5.67713
0.99102	5.12475	4.26888	5.00388	4.77949	5.24811	5.71145
1.09374	5.43332	4.55347	5.29142	4.78631	5.37063	5.71619
0.959	4.67551	4.0685	4.69377	4.37309	5.36471	5.72572
0.62339	3.3203	2.73205	3.60358	3.83742	4.92714	5.56167
0.89862	4.8084	3.985	4.84139	4.26611	5.06265	5.62163
0.67531	3.41339	2.88536	3.67055	3.92185	4.92715	5.51081
0.70737	3.60566	2.89019	3.57331	3.85659	4.94787	5.61468
0.93388	4.21143	3.36776	4.10156	4.21538	5.23038	5.70372
0.82617	3.8688	3.10702	3.86796	4.04097	4.79697	5.46841
0.75381	3.84031	3.14868	3.86403	3.89574	4.9512	5.72691
0.88894	4.63868	3.89952	4.63643	4.44899	5.29446	5.76132
1.28605	6.89883	5.41531	5.79743	5.06941	5.65912	5.73117
1.10262	5.46648	4.75818	5.34558	4.83379	5.39581	5.7833
1.02746	4.56645	3.72775	4.75248	4.74982	5.37579	5.70358
0.90976	4.40884	3.58815	4.51461	4.71569	5.23778	5.67167
1.17884	6.13085	4.80009	5.57923	4.73028	5.21545	5.53075
1.0985	5.52108	4.12756	5.05155	4.62409	5.32709	5.47805
0.77115	3.68296	3.10118	3.78899	4.12966	5.01558	5.63105
0.82044	4.42566	3.48132	4.25823	4.24336	5.10035	5.62226
0.73255	3.88423	3.10088	3.71766	3.81779	4.66976	5.5138
0.78281	3.93454	3.37026	3.90934	3.98318	4.83953	5.4972
0.41405	2.2155	1.94662	2.66788	3.12724	4.30311	5.44077
0.44569	2.24272	1.9393	2.62936	3.18646	4.31063	5.32894
0.72111	3.47277	2.70427	3.26677	3.40976	4.38522	5.53393
0.59049	3.15748	2.50091	3.18321	3.35219	4.46716	5.48643
0.4284	2.41101	2.1171	2.69018	2.97349	4.04601	5.18488
0.55635	2.76508	2.29962	2.95563	3.15287	4.24971	5.44793
0.61983	3.33881	2.73703	3.19727	3.37597	4.53217	5.50895
0.39595	2.20142	1.82551	2.46833	2.94864	4.16543	5.39686
0.71257	3.39107	2.67148	3.21654	3.4927	4.45609	5.46289
0.77542	4.19099	3.27325	3.91027	3.84631	4.74455	5.59224
0.78291	4.32602	3.41129	4.1494	4.04116	4.72753	5.54292
1.00628	4.56282	3.56298	4.25435	3.93143	4.82582	5.46961
0.562	3.23322	2.67197	3.29676	3.45456	4.52379	5.43115
0.82041	4.22227	3.27402	3.93533	3.8715	4.88908	5.46829
0.54307	2.56056	2.10695	2.72837	3.0592	4.06678	5.31257
0.29797	1.5456	1.35242	1.92827	2.47917	3.78355	5.18377
0.41349	1.77856	1.52549	2.07711	2.61186	3.79115	5.25607
0.33537	1.61735	1.34272	1.82141	2.33049	3.56758	5.22129
0.42266	2.16621	1.71136	2.1725	2.42053	3.57059	5.25003
0.2482	1.34084	1.17681	1.66252	2.20017	3.51143	5.22796
0.31765	1.75589	1.42599	1.88477	2.32871	3.54579	5.21945
0.31292	1.53524	1.31905	1.72144	2.19109	3.51484	5.21065
0.3444	1.662	1.31722	1.77063	2.22757	3.52407	5.28883
0.28311	1.57937	1.3527	1.7627	2.18805	3.45259	5.22919
0.30592	1.56051	1.27866	1.67962	2.18286	3.44152	5.20896
0.25454	1.28108	1.14159	1.59588	2.07241	3.4413	5.14008
0.26498	1.32529	1.22031	1.83089	2.30443	3.50987	5.26061
0.24869	1.32092	1.18371	1.67491	2.23533	3.58455	5.32146
0.26781	1.44718	1.27018	1.68491	2.11708	3.30032	5.12453
0.18424	0.97415	0.9631	1.42627	2.05815	3.37573	5.16676
0.27837	1.4182	1.26467	1.69594	2.24354	3.64912	5.29791
0.2309	1.24631	1.12388	1.51361	2.10312	3.38255	5.08428
0.34707	1.82795	1.55455	1.92936	2.35429	3.46087	5.19186
0.25324	1.36902	1.2713	1.73457	2.22027	3.39213	5.12185
0.37081	1.81589	1.54379	1.99046	2.42943	3.68425	5.36188
0.29766	1.52851	1.25588	1.66928	2.24571	3.46364	5.22918
0.33217	1.84085	1.42173	1.84651	2.23323	3.56585	5.2339
0.27147	1.40723	1.26564	1.70928	2.20185	3.37915	5.21659
0.27813	1.36641	1.17981	1.71482	2.27728	3.52079	5.23445
0.33282	1.89085	1.52678	1.87475	2.28017	3.51565	5.24357
0.46116	2.11977	1.7348	2.12771	2.53442	3.89361	5.48257
0.28821	1.42709	1.26155	1.71171	2.34121	3.5789	5.26066
0.24014	1.25241	1.07806	1.52872	2.08179	3.37495	5.21699
0.26634	1.35417	1.14186	1.57505	2.11484	3.49878	5.24601
0.24399	1.3148	1.19549	1.65664	2.24051	3.54024	5.27802
0.41145	2.19309	1.86684	2.19549	2.5643	3.73292	5.3774
0.32696	1.58069	1.34484	1.64046	2.21543	3.51665	5.28844
0.32213	1.76839	1.49614	1.95896	2.33129	3.5696	5.24587
0.2444	1.22142	1.11953	1.53139	2.15038	3.47347	5.28683
0.30804	1.69879	1.40637	1.77861	2.32573	3.58001	5.28207
0.34742	1.85629	1.56341	1.97065	2.26035	3.45512	5.32442
0.30609	1.65749	1.40127	1.75545	2.23946	3.60757	5.38942
0.3536	1.68748	1.40449	1.84762	2.29868	3.57289	5.27269
0.24973	1.3294	1.10823	1.59649	2.14202	3.49616	5.29627
0.20272	1.13992	0.98768	1.38958	2.04944	3.49002	5.32588
0.24455	1.17491	1.01961	1.46909	2.02031	3.37618	5.27801
0.34075	1.80326	1.52828	1.94455	2.34161	3.6206	5.35165
0.22617	1.15255	1.02294	1.43165	2.01557	3.37551	5.27226
0.24148	1.16452	1.12921	1.63779	2.21178	3.57994	5.43849
0.24467	1.38044	1.22063	1.6819	2.12675	3.43211	5.29975
0.27842	1.53592	1.30347	1.72645	2.23738	3.61308	5.46597
0.24512	1.27074	1.13202	1.51539	2.13605	3.37328	5.20335
0.34187	1.86841	1.4378	1.74912	2.20213	3.54161	5.39984
0.19994	1.16034	1.02051	1.53613	2.13219	3.44352	5.3484
0.26023	1.31989	1.13651	1.61027	2.15177	3.49838	5.26938
0.32085	1.69771	1.41722	1.86133	2.31658	3.62379	5.42544
0.33072	1.72097	1.3286	1.77399	2.26255	3.61205	5.31622
0.34248	1.97047	1.61453	1.96644	2.35179	3.53106	5.33795
0.40846	1.92811	1.67674	2.0889	2.55058	3.7329	5.37444
0.35808	1.69507	1.45239	1.84926	2.297	3.60761	5.33913
0.25497	1.24256	1.09627	1.52997	2.19495	3.49977	5.27552
0.21921	1.15892	1.13114	1.61292	2.15492	3.47163	5.28661
0.2586	1.46054	1.26544	1.70067	2.2855	3.7219	5.49205
0.34891	1.71337	1.48815	1.95009	2.34689	3.63314	5.41974
0.35724	1.78564	1.53065	2.02593	2.36688	3.62492	5.40845
0.36613	1.62606	1.40386	1.85214	2.21554	3.40856	5.24621
0.25768	1.35272	1.17955	1.64796	2.22135	3.62073	5.41171
0.32677	1.50339	1.27439	1.79266	2.30458	3.80767	5.45998
0.25174	1.19156	1.10324	1.54643	2.17025	3.66154	5.47933
0.36354	1.87888	1.49	1.84763	2.26696	3.59918	5.46629
0.40246	2.03124	1.6073	1.97992	2.4212	3.73967	5.51973
0.25401	1.29115	1.14253	1.59548	2.15232	3.50124	5.39757
0.2675	1.30476	1.10523	1.55365	2.18535	3.47686	5.34495
0.35638	1.64996	1.48611	1.82054	2.30839	3.66856	5.51107
0.30829	1.59583	1.29934	1.73939	2.30764	3.65228	5.47862
0.24445	1.26752	1.09853	1.51092	2.08964	3.45176	5.39062
0.18319	1.02719	0.9356	1.40812	2.08768	3.61856	5.47141
0.2157	1.08791	1.00345	1.47921	2.13473	3.48405	5.3729
0.20332	1.16946	1.03328	1.48397	2.1553	3.58227	5.33482
0.25526	1.31207	1.22206	1.68075	2.18376	3.45004	5.31542
0.26612	1.47959	1.24964	1.71777	2.25514	3.71256	5.44098
0.2875	1.31645	1.16507	1.62872	2.2365	3.72434	5.52884
0.26427	1.34931	1.21847	1.74558	2.34447	3.67805	5.46842
0.23411	1.10603	0.97586	1.52037	2.18255	3.60536	5.49445
0.34988	1.71572	1.46133	1.86256	2.37463	3.75203	5.51898
0.29549	1.55471	1.2881	1.70276	2.28072	3.81917	5.48204
0.25604	1.35428	1.17783	1.64956	2.11249	3.50817	5.36962
0.32512	1.50948	1.38708	1.87919	2.39075	3.63898	5.37192
0.22077	1.16131	1.03855	1.49289	2.07399	3.49256	5.46274
0.32684	1.79435	1.5399	1.9309	2.31276	3.56816	5.4143
0.24516	1.29702	1.16907	1.60334	2.21905	3.60259	5.47773
0.31419	1.32048	1.11876	1.50766	2.13569	3.60769	5.37731
0.29295	1.50894	1.27812	1.71386	2.30602	3.72429	5.61209
0.32373	1.63283	1.35862	1.77832	2.30574	3.62885	5.47518
0.27196	1.25257	1.17019	1.58472	2.19137	3.52545	5.44725
0.35818	1.8772	1.6263	1.96529	2.39203	3.68974	5.50919
0.30972	1.52779	1.3232	1.75028	2.29836	3.70167	5.51269
0.32195	1.51734	1.30163	1.88326	2.34012	3.67923	5.52421
0.23729	1.23373	1.07345	1.50942	2.24929	3.62863	5.52032
0.33714	1.70128	1.49704	1.9216	2.40749	3.74562	5.53041
0.29064	1.43375	1.32181	1.80641	2.42927	3.88298	5.64123
0.27602	1.49829	1.24286	1.69021	2.30828	3.79717	5.6684
0.22664	1.18981	1.04988	1.51582	2.1239	3.51933	5.34871
0.34145	1.72415	1.40884	1.8321	2.37929	3.79449	5.48966
0.30012	1.59075	1.34139	1.76808	2.29295	3.69042	5.53509
0.29125	1.41324	1.20391	1.63047	2.19718	3.60669	5.38116
0.27243	1.32451	1.15987	1.58146	2.22183	3.70092	5.55816
0.31403	1.59619	1.45175	1.88184	2.37476	3.78726	5.45838
0.19601	1.13886	1.04352	1.55958	2.27397	3.81181	5.59284
0.26695	1.40097	1.21178	1.58649	2.23384	3.83433	5.6827
0.2543	1.23082	1.07526	1.47426	2.03351	3.47851	5.47569
0.37659	1.76293	1.39888	1.79682	2.33873	3.78278	5.56789
0.24962	1.34633	1.16947	1.64653	2.2688	3.65155	5.54225
0.25487	1.421	1.21922	1.6581	2.20358	3.60297	5.48285
0.30065	1.56371	1.3067	1.68666	2.202	3.60177	5.39297
0.31982	1.68013	1.39014	1.78425	2.3384	3.67501	5.36093
0.2525	1.25329	1.08593	1.47902	2.17018	3.54023	5.47129
0.36072	1.71412	1.41009	1.83354	2.3975	3.80952	5.62705
0.27356	1.26123	1.08557	1.52603	2.23934	3.71566	5.48538
0.36126	1.80729	1.41232	1.83224	2.3115	3.75747	5.49624
0.27985	1.51206	1.20132	1.68996	2.23905	3.68668	5.55057
0.33974	1.83133	1.49425	1.93343	2.57595	3.91679	5.57181
0.36432	1.69327	1.54675	2.04489	2.44736	3.88241	5.59879
0.29452	1.43161	1.22571	1.66474	2.29961	3.61673	5.52676
0.22615	1.21334	1.10394	1.5723	2.20716	3.6903	5.56688
0.34649	1.83169	1.52116	2.02701	2.46709	4.02117	5.6802
0.24797	1.29777	1.067	1.49871	2.13303	3.59754	5.51305
0.22741	1.03628	0.95859	1.40547	2.11466	3.47882	5.43153
0.30654	1.48346	1.28814	1.71275	2.32806	3.75113	5.57594
0.17588	0.99838	0.89415	1.31034	2.10093	3.60412	5.57305
0.25493	1.28842	1.078	1.53633	2.21153	3.74383	5.50307
0.362	1.6678	1.41364	1.85935	2.35516	3.7636	5.51286
0.36952	1.69852	1.42457	1.82707	2.42121	3.86481	5.68303
0.30873	1.50398	1.35343	1.86288	2.43379	3.91883	5.7082
0.29339	1.44292	1.26135	1.72431	2.29529	3.74655	5.5528
0.31528	1.74077	1.53277	1.98033	2.46046	3.89669	5.5827
0.28794	1.55815	1.33575	1.74934	2.32032	3.79296	5.68776
0.23764	1.21919	1.09452	1.56234	2.31614	3.82103	5.53615
0.37251	1.91243	1.51732	1.96208	2.37858	3.7065	5.56986
0.26618	1.42765	1.24898	1.77403	2.32184	3.76345	5.49621
0.24617	1.33467	1.18465	1.66047	2.23356	3.68637	5.49732
0.23205	1.09394	1.05695	1.53435	2.23402	3.63517	5.50244
0.30631	1.48757	1.18565	1.64038	2.25011	3.73689	5.5809
0.25848	1.31646	1.07852	1.4954	2.12871	3.68727	5.47287
0.31324	1.73372	1.46397	1.84948	2.40109	3.82264	5.60086
0.27328	1.36809	1.23909	1.7178	2.30565	3.84614	5.6554
0.25448	1.36028	1.26895	1.77815	2.38704	3.82812	5.72104
0.246	1.27535	1.13441	1.57124	2.16248	3.55406	5.50276
0.37386	1.76708	1.48326	1.81812	2.37521	3.75405	5.53258
0.36223	1.91473	1.52194	1.95489	2.48168	3.96898	5.61373
0.29886	1.45826	1.28499	1.87228	2.42569	3.85992	5.59049
0.38333	1.9157	1.58926	1.95639	2.43	3.81889	5.60009
0.40654	1.90559	1.61551	2.16061	2.58286	3.84071	5.5995
0.25713	1.30114	1.13029	1.59407	2.19817	3.67896	5.61866
0.26655	1.32137	1.18314	1.57596	2.19213	3.6669	5.61935
0.27006	1.36593	1.22084	1.75647	2.48748	3.98807	5.72042
0.22849	1.22821	1.10922	1.59604	2.3423	3.81862	5.61831
0.26312	1.29905	1.14762	1.58967	2.21267	3.72726	5.56955
0.47039	2.21486	1.80598	2.38984	2.7276	3.96782	5.73353
0.33488	1.84472	1.55225	2.06998	2.57078	3.92935	5.66517
0.36383	1.87576	1.61416	2.03029	2.49951	3.89122	5.66968
0.42498	1.97596	1.71657	2.09786	2.52558	3.9642	5.68972
0.28514	1.53858	1.33182	1.79208	2.48874	4.0742	5.71203
0.24775	1.3628	1.23247	1.6471	2.24114	3.77795	5.64559
0.30237	1.63201	1.36756	1.8018	2.41155	3.93329	5.69236
0.32551	1.66428	1.35691	1.72317	2.28839	3.72037	5.62517
0.33215	1.79843	1.46839	1.86699	2.38577	3.93322	5.60357
0.44198	2.22874	1.83809	2.31837	2.68727	4.04309	5.75182
0.39619	1.96348	1.66955	2.16045	2.51515	3.78552	5.54255
0.46054	2.37824	1.84332	2.37862	2.78856	4.13137	5.79532
0.34989	1.89598	1.49868	1.91512	2.50685	4.02324	5.78684
0.26762	1.3945	1.21129	1.63681	2.2264	3.66187	5.57266
0.30756	1.54524	1.24307	1.69637	2.33924	3.73522	5.57659
0.22413	1.08652	1.06035	1.53796	2.19132	3.72288	5.59668
0.26475	1.48495	1.29811	1.74277	2.46393	3.90093	5.61889
0.24177	1.24611	1.21088	1.69518	2.47068	3.99603	5.79454
0.33722	1.83911	1.52775	1.9978	2.46726	3.91138	5.67425
0.37874	1.95442	1.65695	2.27467	2.80423	4.24474	5.86357
0.38722	1.7994	1.55415	1.98144	2.51025	3.96796	5.70775
0.38128	2.03062	1.71182	2.0697	2.55481	3.97797	5.64046
0.26799	1.50532	1.29344	1.81212	2.45434	3.84101	5.69991
0.29521	1.54122	1.34654	1.842	2.36286	3.87382	5.6844
0.24602	1.33894	1.25418	1.74282	2.37709	3.87918	5.70379
0.29217	1.59835	1.39499	1.84072	2.40084	3.81103	5.58172
0.29577	1.49974	1.29281	1.76475	2.3407	3.90092	5.65508
0.30579	1.54933	1.34806	1.82099	2.4004	3.97949	5.61239
0.27695	1.44118	1.18915	1.67726	2.28245	3.77801	5.55845
0.30482	1.50464	1.23739	1.71362	2.39093	3.99613	5.76403
0.2308	1.0616	1.03664	1.58149	2.39879	4.01069	5.7365
0.27441	1.41736	1.16242	1.57053	2.22126	3.81638	5.7831
0.30104	1.48002	1.31203	1.74222	2.3832	3.91754	5.74846
0.31161	1.50648	1.29259	1.87539	2.52003	4.0381	5.72052
0.1809	0.97807	0.94035	1.42412	2.22203	3.8627	5.7247
0.27965	1.40341	1.19101	1.63292	2.25904	3.74787	5.63054
0.29309	1.62194	1.3505	1.81873	2.35548	3.84988	5.80608
0.35248	1.71619	1.38542	1.84839	2.48964	4.09832	5.97096
0.28335	1.60658	1.34218	1.82266	2.39222	3.9136	5.82335
0.31067	1.58625	1.378	1.77097	2.41528	3.88407	5.65697
0.39481	1.99678	1.67995	2.09999	2.50128	3.84453	5.82361
0.32084	1.52205	1.30976	1.82384	2.39115	4.05372	5.83824
0.27513	1.45494	1.26216	1.68607	2.35035	3.8653	5.6544
0.34409	1.88473	1.50513	1.88509	2.48378	4.02037	5.74233
0.18357	1.00696	0.98864	1.45921	2.29101	3.86592	5.60287
0.30118	1.58241	1.31392	1.75489	2.43443	3.8728	5.62458
0.31328	1.58374	1.39802	1.84912	2.47222	3.83334	5.73911
0.26504	1.38091	1.2364	1.67426	2.40207	3.99205	5.66606
0.36545	1.6998	1.40241	1.81703	2.39316	3.96787	5.75453
0.25703	1.46927	1.29524	1.78929	2.39954	3.92953	5.88555
0.29676	1.43844	1.22769	1.70282	2.31336	3.93375	5.69009
0.30966	1.50775	1.21576	1.61002	2.3354	3.98754	5.71863
0.45531	2.12143	1.82889	2.31006	2.75338	4.31124	6.03356
0.41742	2.17469	1.74645	2.09042	2.60015	4.05397	5.76564
0.25254	1.33165	1.13535	1.60329	2.26166	3.81073	5.6465
0.31935	1.68233	1.41994	1.87945	2.44773	4.00673	5.71659
0.24264	1.19979	1.12411	1.61605	2.32613	4.03312	5.83246
0.34853	1.75559	1.55592	1.93247	2.45695	3.88078	5.73662
0.34532	1.76555	1.49737	1.94325	2.43935	3.7932	5.57467
0.34301	1.76752	1.55361	1.95182	2.55206	4.06311	5.91102
0.31962	1.64204	1.41223	1.96012	2.44451	3.93221	5.70323
0.31549	1.63297	1.3114	1.72799	2.38977	3.96476	5.80296
0.38697	1.87397	1.60463	2.01838	2.51902	3.97676	5.72815
0.36782	1.88661	1.48893	1.87052	2.45142	3.89764	5.71948
0.34894	1.71603	1.463	1.86139	2.37224	3.81215	5.63835
0.26743	1.37724	1.12686	1.53091	2.3382	3.98115	5.6665
0.23161	1.21195	1.14064	1.58605	2.21175	3.73817	5.65151
0.31344	1.78647	1.54691	1.99517	2.43055	3.94726	5.87364
0.22755	1.31252	1.20376	1.65722	2.37572	3.94532	5.73849
0.30116	1.53325	1.39159	1.90126	2.53028	4.00833	5.82602
0.25622	1.30341	1.14959	1.58231	2.23554	3.77183	5.63337
0.29797	1.6261	1.46797	1.90243	2.44419	4.00797	5.75649
0.28659	1.4572	1.29133	1.77994	2.4242	4.00021	5.79126
0.24399	1.27116	1.15922	1.65929	2.41058	3.89801	5.79417
0.21252	1.11759	1.0126	1.52447	2.34514	4.0411	5.83673
0.3128	1.50161	1.33594	1.78159	2.40648	3.91612	5.76841
0.43309	2.15691	1.78709	2.25755	2.58518	3.9992	5.71357
0.29056	1.52473	1.3594	1.82744	2.4855	3.93286	5.76318
0.26807	1.40688	1.17922	1.69784	2.48684	4.08208	5.8758
0.29379	1.64559	1.39717	1.87386	2.58711	4.12885	5.93352
0.31036	1.57553	1.26828	1.69712	2.24955	3.77143	5.80193
0.38564	1.97697	1.6208	1.98711	2.50389	4.22599	5.90456
0.45919	2.26979	1.84488	2.27899	2.68695	4.11208	5.75683
0.30398	1.4998	1.2999	1.7925	2.48665	4.02228	5.83067
0.24646	1.37134	1.21855	1.6333	2.29791	3.8435	5.82859
0.27734	1.25273	1.19448	1.72334	2.43163	3.98594	5.86085
0.34177	1.7436	1.47182	1.88198	2.46139	4.02012	5.76696
0.30732	1.41632	1.22932	1.69066	2.3909	4.06521	5.77927
0.21918	1.16234	1.01385	1.45024	2.23183	3.79313	5.62606
0.42111	2.04365	1.74384	2.20821	2.67924	4.16554	5.88025
0.29574	1.52272	1.33492	1.82179	2.40842	3.93315	5.8753
0.3673	1.99851	1.65879	2.11305	2.54134	3.9626	5.77571
0.42462	2.15959	1.74041	2.21552	2.61677	4.00949	5.79217
0.36663	1.87394	1.59466	2.04975	2.52998	4.04377	5.80548
0.39178	1.81091	1.53456	1.98721	2.49284	3.94744	5.92325
0.39831	1.83549	1.45621	1.8752	2.4883	3.96021	5.80572
0.20552	1.14626	1.06983	1.48321	2.26635	3.94673	5.86046
0.31385	1.57016	1.36533	1.78813	2.43387	4.06739	5.74981
0.34648	1.61709	1.37621	1.82818	2.47746	4.18571	6.02752
0.32217	1.42931	1.2441	1.73678	2.40007	3.97556	5.89505
0.39156	1.87387	1.64832	2.00898	2.54733	4.07429	5.87283
0.29614	1.55988	1.26971	1.65346	2.31458	3.91299	5.83109
0.33048	1.69427	1.48539	1.85657	2.39049	3.89284	5.82089
0.26195	1.20457	1.03266	1.51116	2.36969	3.85407	5.65542
0.22741	1.15719	1.08205	1.54167	2.3109	3.83428	5.74905
0.28703	1.54093	1.36029	1.84223	2.45989	4.0716	5.97133
0.2904	1.44813	1.23521	1.63884	2.3425	3.92546	5.83923
0.34978	1.54978	1.40737	1.79512	2.50024	4.15025	5.80246
0.33765	1.62906	1.40637	1.81335	2.46749	3.9107	5.74253
0.56234	2.82262	2.2948	2.79671	3.07237	4.52317	5.92969
0.50577	2.44919	2.08656	2.48603	2.85677	4.2193	5.87937
0.36492	1.93969	1.65247	2.03371	2.45298	3.99077	5.88411
0.43424	2.20723	1.86713	2.26693	2.78861	4.25612	6.00841
0.30456	1.68559	1.47294	1.87405	2.52391	4.13142	5.90498
0.24465	1.29152	1.22348	1.72376	2.42604	4.00199	5.74757
0.24797	1.26316	1.1027	1.58318	2.29894	3.93378	5.76899
0.37457	1.9546	1.71764	2.24135	2.7575	4.26262	5.96952
0.35016	1.98513	1.7252	2.20033	2.70044	4.17651	5.9159
0.34239	1.65647	1.3933	1.94389	2.4829	4.07149	5.84181
0.29191	1.44654	1.28146	1.7864	2.53747	4.1658	5.92291
0.31463	1.64689	1.39715	1.84157	2.56127	4.10588	5.89362
0.44757	2.28995	1.90799	2.47943	2.7917	4.10613	5.76574
0.28178	1.54658	1.37303	1.91287	2.60133	4.18599	5.92307
0.33838	1.82453	1.50177	1.98178	2.51814	3.99471	5.73478
0.29854	1.48442	1.37351	1.94538	2.6083	4.22927	5.95096
0.24888	1.20816	1.06953	1.58002	2.32644	3.98261	5.8621
