fc.0.weight	fc.1.weight	fc.3.weight	fc.6.weight	fc.8.weight	fc.10.weight	fc.12.weight	fc.14.weight
2.17524	0.01495	1.67454	1.30289	1.03167	0.76021	0.71693	0.36812
4.28672	0.02733	2.1877	1.41647	1.2637	1.01575	0.91983	0.38616
3.6002	0.02379	2.17011	1.52418	1.31738	1.04553	1.08608	0.52596
1.68588	0.01147	1.35681	1.01404	0.83923	0.58034	0.51031	0.19109
4.5116	0.02705	2.39458	1.48859	1.23057	1.03848	1.09663	0.44182
2.83316	0.0196	2.01397	1.47221	1.25762	1.05881	1.02609	0.48286
2.34679	0.01971	1.90355	1.62013	1.83596	1.66024	1.47565	0.60047
2.48469	0.01719	1.74074	1.23623	1.0748	0.90132	0.84544	0.3972
3.70284	0.02318	1.90645	1.18305	0.93578	0.63468	0.63554	0.31367
5.06049	0.03051	2.40054	1.48588	1.36721	1.09251	0.92602	0.42136
3.17343	0.01895	1.9183	1.36645	1.38191	1.08281	1.07971	0.53847
2.10998	0.01465	1.57687	1.1881	0.94732	0.67468	0.65859	0.22055
2.22864	0.0145	1.52903	1.10487	0.98466	0.76397	0.71484	0.30965
2.24973	0.0148	1.52572	1.1507	1.08323	0.82163	0.8374	0.43827
4.88329	0.03313	2.66139	1.76668	1.65858	1.23999	1.27068	0.60205
6.73909	0.04191	2.64265	1.40568	1.05111	0.79209	0.69083	0.36551
5.4775	0.03514	2.63624	1.53957	1.16808	1.04298	1.00981	0.49365
5.88984	0.03583	3.03452	1.64463	1.3826	1.04025	0.96208	0.47981
1.92919	0.01435	1.50871	1.29818	1.17333	0.93998	0.83279	0.38861
2.24904	0.01637	1.77627	1.56698	1.60229	1.52954	1.40707	0.66959
2.00935	0.0139	1.58093	1.40317	1.44874	1.2473	1.28933	0.7579
2.49426	0.01707	1.84618	1.46444	1.3143	1.24716	1.30821	0.59978
1.66609	0.01302	1.41285	1.32122	1.45247	1.19956	1.22217	0.64669
1.7702	0.01235	1.41302	1.08876	1.01202	0.7333	0.66156	0.34698
2.77705	0.02152	1.83603	1.43175	1.43516	1.22968	1.33838	0.71086
1.93297	0.01227	1.50546	1.11162	0.92731	0.66049	0.67497	0.3177
2.20978	0.01617	1.71442	1.3832	1.28585	1.07139	1.13445	0.46926
5.08879	0.0349	2.25987	1.43007	1.45927	1.15977	0.95922	0.33566
2.80996	0.01886	1.89008	1.53101	1.55727	1.30033	1.59519	0.76011
2.83494	0.02168	1.88296	1.41653	1.45678	1.27833	1.26418	0.55398
4.2249	0.02685	2.20623	1.45891	1.35867	1.16223	1.30418	0.63634
4.3555	0.02943	2.38853	1.66952	1.48628	1.2019	1.25992	0.47951
2.17764	0.01434	1.66332	1.19962	0.97137	0.78596	0.78036	0.36699
2.49116	0.01876	1.91618	1.59085	1.70362	1.53481	1.53984	0.64512
1.99455	0.01536	1.56751	1.25698	1.21302	1.07011	1.01444	0.41279
1.9042	0.01553	1.55361	1.29384	1.09603	0.87638	0.84532	0.32475
3.13094	0.02388	2.06227	1.40538	1.11661	0.91047	0.80431	0.43477
4.08984	0.02951	2.14363	1.33974	1.14737	0.95722	0.8231	0.38367
1.90032	0.01371	1.39981	1.1025	1.0896	0.93942	0.8966	0.47807
2.2595	0.01587	1.62274	1.31558	1.13006	0.93747	1.09726	0.58939
2.2402	0.01653	1.68481	1.34315	1.24697	0.86772	0.6505	0.25141
2.12758	0.01444	1.54798	1.28731	1.23906	0.99244	0.83553	0.44052
1.8916	0.01396	1.51271	1.24293	1.06494	0.81219	0.86013	0.29325
5.98545	0.03758	2.87212	1.6473	1.38352	1.02538	0.8419	0.3368
2.15256	0.0165	1.73709	1.4248	1.28827	1.04503	1.15463	0.53545
2.38693	0.01863	1.97632	1.57031	1.39539	1.0981	0.91242	0.38943
5.6131	0.03755	2.72721	1.71141	1.59341	1.3438	1.15101	0.43779
5.5269	0.04579	3.14023	2.40115	2.81392	2.8014	2.83769	1.21898
1.90103	0.01539	1.62345	1.35668	1.26894	1.02403	0.87512	0.39049
2.81986	0.02318	2.20642	1.75566	1.64206	1.30242	1.54333	0.87378
2.07937	0.01801	1.82636	1.60805	1.49544	1.19355	1.1797	0.46146
2.3936	0.02005	1.84165	1.55206	1.51791	1.18521	0.99111	0.4775
5.92718	0.03827	2.465	1.45377	1.40822	1.2198	1.10186	0.52841
4.53874	0.02589	2.21967	1.46351	1.37925	1.16675	1.24505	0.54547
4.92837	0.0296	2.40613	1.63018	1.38521	1.00134	0.85162	0.44506
2.13232	0.01627	1.61283	1.25759	1.1135	0.86113	0.90163	0.4648
2.78622	0.01984	1.9258	1.43335	1.25558	0.99863	1.04023	0.51489
4.8432	0.03793	2.56818	1.525	1.41481	1.2121	1.067	0.57158
5.96492	0.04047	2.58182	1.62088	1.23405	0.88032	0.93083	0.51982
5.312	0.04142	2.79325	1.78056	1.34923	0.97984	0.93313	0.42026
2.97681	0.02003	2.0179	1.43959	1.21947	0.9509	0.90749	0.36608
3.06362	0.02298	2.18724	1.63994	1.52394	1.5305	1.65554	0.78923
2.39844	0.01694	1.7815	1.48656	1.4192	1.1895	1.13645	0.63782
2.4391	0.01782	1.6975	1.27774	1.17307	1.02777	0.98176	0.47466
3.34862	0.02212	1.89145	1.46616	1.47923	1.30068	1.2326	0.5224
1.84163	0.01713	1.68156	1.46322	1.37243	1.06426	1.21267	0.6405
3.76118	0.02763	2.16969	1.47188	1.38113	1.02477	1.07205	0.55768
2.20643	0.01621	1.7179	1.46201	1.38555	1.08839	0.99395	0.52644
1.98635	0.01621	1.61322	1.38423	1.18967	0.93695	0.89442	0.4107
1.66123	0.01396	1.35041	0.98337	0.79619	0.59129	0.5456	0.24695
4.33462	0.02518	2.21936	1.25507	0.89473	0.60473	0.5847	0.28805
2.28311	0.01814	1.80835	1.53695	1.45265	1.16475	1.09537	0.54517
2.32289	0.01996	1.74669	1.40591	1.31496	1.11125	1.06699	0.51959
4.3164	0.03033	2.48386	1.83928	1.9443	1.54923	1.37679	0.59078
1.48362	0.01326	1.28449	1.07169	0.96167	0.79241	0.71051	0.30888
2.02452	0.01634	1.66799	1.46895	1.54284	1.31821	1.57981	0.57587
2.31893	0.01872	1.86522	1.66848	2.09043	1.96527	1.82671	0.76905
2.61013	0.01907	1.85668	1.64563	2.02701	1.77034	2.03254	1.03832
1.95438	0.01617	1.67063	1.61121	1.79865	1.398	1.22858	0.56899
3.59472	0.02547	2.06985	1.43691	1.19622	0.86768	0.81906	0.37172
1.91576	0.01546	1.52577	1.25552	1.13522	0.75382	0.71124	0.26389
2.46641	0.01713	1.71575	1.24046	0.97216	0.78343	0.79284	0.32797
1.77941	0.01399	1.44102	1.11109	0.9605	0.67669	0.63565	0.32815
1.79679	0.01403	1.48696	1.22253	1.17975	1.03461	1.05317	0.52148
3.84255	0.02651	2.08444	1.44293	1.24375	0.94615	0.90118	0.38856
1.63803	0.01288	1.34031	1.06479	0.94481	0.71718	0.75457	0.42362
1.86992	0.01702	1.61421	1.38284	1.3299	1.17346	1.13262	0.4922
1.81174	0.01538	1.54418	1.37466	1.59455	1.56112	1.51505	0.53661
2.90703	0.0202	1.86544	1.44041	1.22754	1.04748	1.01252	0.48831
2.63148	0.0212	1.84525	1.41136	1.32688	1.01639	1.13792	0.54271
1.98931	0.01619	1.62632	1.37604	1.22181	1.11396	1.13596	0.61585
1.73765	0.01319	1.42037	1.13764	0.91491	0.69598	0.62125	0.27006
4.31426	0.03393	2.24227	1.41902	1.33465	1.02192	1.10364	0.64555
6.02293	0.03909	2.51095	1.56082	1.48352	1.19136	1.07853	0.49424
1.82423	0.01539	1.56995	1.38135	1.37091	1.06789	0.97149	0.48213
2.01214	0.01579	1.58082	1.37604	1.28182	0.94097	0.83089	0.376
1.69018	0.01403	1.37658	1.15541	1.12224	0.9627	1.23316	0.518
1.97735	0.01668	1.53024	1.27281	1.13966	0.9638	0.90453	0.36219
2.88898	0.02	1.79325	1.29702	1.20026	0.86549	0.88235	0.47928
1.92074	0.01547	1.5872	1.30706	1.30563	1.18151	1.20523	0.61643
1.74243	0.01358	1.43886	1.28656	1.22939	0.96188	1.01562	0.4551
1.93019	0.01413	1.51955	1.33431	1.33566	1.24583	1.21879	0.48037
2.20348	0.01909	1.72321	1.42218	1.38012	1.25698	1.42047	0.692
2.14066	0.01676	1.68205	1.46874	1.51703	1.32388	1.35254	0.53749
1.75694	0.0153	1.55358	1.30021	1.29987	1.18352	1.14024	0.54775
1.66411	0.01317	1.42048	1.17565	0.93663	0.62547	0.52402	0.18924
4.14726	0.02941	1.91647	1.26102	1.01868	0.74947	0.68952	0.31001
1.85968	0.01517	1.53401	1.42713	1.4335	1.13708	1.41458	0.72563
3.16849	0.021	1.82546	1.27193	0.92235	0.71267	0.60034	0.22467
1.77442	0.01531	1.50632	1.2228	1.04696	0.82574	0.73206	0.30015
1.62544	0.0127	1.36863	1.13921	1.03936	0.83408	0.88296	0.45541
4.97414	0.03163	2.05691	1.32739	1.18361	0.88208	0.90691	0.4537
4.60746	0.03442	2.02769	1.17369	0.94844	0.76638	0.89322	0.45276
2.444	0.01765	1.67734	1.34304	1.25641	1.03867	1.01203	0.5316
1.93432	0.01644	1.5548	1.44649	1.37899	1.13833	1.20558	0.61819
2.1113	0.01624	1.67602	1.44849	1.34322	0.97212	0.82417	0.38024
1.77271	0.01564	1.42272	1.14534	1.12661	1.03038	1.12579	0.53528
1.67739	0.01315	1.39946	1.15366	1.18093	0.95472	1.04951	0.55648
2.53314	0.02131	1.96292	1.66444	1.65649	1.44327	1.87372	0.96308
1.83164	0.01478	1.40685	1.19663	1.08902	0.86602	0.88575	0.39618
1.9686	0.01456	1.53116	1.23562	1.29782	1.14543	1.16381	0.59106
1.93196	0.01829	1.55203	1.46545	1.68807	1.56003	1.44448	0.64506
2.45765	0.02005	1.88621	1.52039	1.5241	1.36681	1.37141	0.64553
1.89314	0.0161	1.56033	1.3769	1.26278	1.12313	1.24691	0.67634
1.80356	0.01515	1.48937	1.31802	1.3008	1.09999	1.05477	0.47529
2.22955	0.01978	1.70147	1.59839	1.72625	1.46973	1.39788	0.70461
2.09106	0.01796	1.77178	1.52181	1.56502	1.3437	1.6127	0.93534
2.45225	0.01819	1.83893	1.44002	1.55507	1.21537	1.11227	0.50461
3.55293	0.02313	1.81824	1.20557	0.994	0.64966	0.52672	0.21348
2.84487	0.02059	1.65424	1.17736	0.79762	0.55917	0.42804	0.19501
1.92382	0.01756	1.58557	1.36509	1.27407	0.98862	1.00778	0.52046
2.02957	0.01461	1.50429	1.26312	1.3218	1.16042	1.31761	0.69804
2.09471	0.01818	1.601	1.23379	1.14854	0.90527	0.88581	0.42898
6.9278	0.04621	2.24895	1.15187	1.00839	0.79344	0.71668	0.31947
1.88774	0.01635	1.52483	1.24903	1.19944	0.96143	1.02253	0.51996
1.95837	0.0142	1.25269	0.96995	0.83446	0.62507	0.72037	0.36789
4.25172	0.02967	2.08977	1.52412	1.36368	1.17292	1.21524	0.52141
2.17229	0.01642	1.5819	1.42486	1.50857	1.36088	1.42624	0.76039
2.09682	0.01662	1.6762	1.50614	1.50754	1.22565	1.30747	0.7245
3.20001	0.02577	2.29686	1.93789	1.80262	1.46614	1.5347	0.68791
2.34318	0.02057	1.80301	1.46917	1.3841	1.2312	1.23911	0.5504
1.84091	0.01576	1.52837	1.30683	1.21613	0.93077	1.08654	0.43737
2.35935	0.01843	1.7896	1.4026	1.24441	1.05468	0.92787	0.38761
2.38091	0.01924	1.8178	1.61561	1.63886	1.53422	1.58899	0.77943
4.54905	0.03524	2.36999	1.41269	1.20164	0.86809	0.86317	0.3577
2.77478	0.01796	1.8013	1.42613	1.40103	1.21623	1.27228	0.5377
2.53603	0.02004	1.83062	1.43451	1.28424	0.97982	0.89248	0.49986
1.8904	0.01536	1.49815	1.29615	1.27913	1.03513	0.99273	0.52775
1.7139	0.01405	1.40497	1.14572	1.10103	0.93123	0.90913	0.41003
5.82329	0.04315	2.56069	1.6142	1.5427	1.24854	1.16511	0.56448
2.78857	0.02135	1.88529	1.50247	1.60738	1.57353	1.40201	0.67709
4.0241	0.02758	2.33239	1.59417	1.41217	1.06986	0.94641	0.42002
1.90477	0.01622	1.49346	1.33594	1.2574	1.07435	1.09507	0.53349
2.05968	0.01593	1.5483	1.22233	1.11213	0.80609	0.70091	0.30015
1.83193	0.01469	1.433	1.12271	0.85888	0.59504	0.45239	0.16886
1.73906	0.01421	1.41855	1.2058	1.14334	1.01356	1.02112	0.46127
2.03424	0.01444	1.47322	1.19038	1.09824	0.89491	1.00359	0.51989
2.04383	0.01548	1.63392	1.28088	1.22098	0.94946	0.83934	0.37175
1.7931	0.01575	1.51278	1.34173	1.2261	0.959	1.08289	0.57602
2.65212	0.0203	1.83614	1.39554	1.28702	0.98854	1.03835	0.55635
