fc.0.weight	fc.2.weight	fc.4.weight	fc.6.weight	fc.8.weight	fc.10.weight	fc.12.weight
0.41629	1.2379	1.22307	1.65445	2.0494	3.06214	2.53471
0.41632	1.16406	1.05453	1.48381	1.94623	2.93223	2.5509
0.34875	1.09665	1.11966	1.52078	2.06289	3.05662	2.57092
0.36772	1.09555	1.08511	1.42835	1.92419	2.9417	2.5296
0.33546	1.01153	1.18317	1.61632	2.16475	3.07607	2.54752
0.43467	1.12768	1.23352	1.58314	2.10291	3.06502	2.55948
0.36221	1.08933	1.21774	1.7348	2.26752	3.23862	2.60975
0.33365	1.05776	1.20946	1.57482	2.18649	3.11035	2.57853
0.53194	1.63719	1.59085	1.91908	2.14344	3.04256	2.46507
0.5436	1.79373	1.62196	1.92052	2.15537	2.99792	2.51153
0.38438	1.25163	1.31073	1.62089	1.95533	2.89323	2.50804
0.39963	1.16837	1.37339	1.85351	2.23104	3.20678	2.56864
0.44489	1.30701	1.21274	1.60062	2.06106	3.08145	2.55989
0.3252	1.08505	1.36249	1.65774	2.16009	3.14693	2.60484
0.50305	1.57594	1.39106	1.80131	2.13224	3.11861	2.562
0.38855	0.99296	1.08544	1.52315	1.98274	2.99051	2.52509
0.2063	0.74898	0.7718	1.26972	1.80789	2.91963	2.51058
0.24528	0.69662	0.80452	1.22248	1.87641	2.76495	2.47374
0.38984	1.15732	1.21365	1.56704	2.22739	3.21725	2.63125
0.41979	1.17111	1.25465	1.67453	2.17054	3.2931	2.59494
0.49425	1.49641	1.53209	2.14686	2.31308	3.06879	2.57294
0.2563	0.77109	0.89292	1.23362	1.90978	2.93144	2.56226
0.51869	1.42378	1.46453	1.87495	2.12994	3.0274	2.50262
0.61139	1.73248	1.85737	2.31535	2.44221	2.97601	2.44606
0.6289	1.67694	2.01292	2.36011	2.56266	3.21204	2.62384
0.52537	1.57756	1.5774	2.06942	2.25506	3.1186	2.5206
0.37384	1.06433	1.10334	1.51095	2.09248	3.03933	2.53996
0.32925	0.97632	1.09179	1.62814	2.26538	3.13408	2.61997
0.27154	0.84388	0.96416	1.35661	2.03827	3.17325	2.62911
0.31418	0.99616	0.98067	1.3699	1.84451	2.80755	2.46603
0.4235	1.20467	1.22344	1.57416	2.03912	2.97769	2.52588
0.41881	1.13408	1.29299	1.70913	2.21051	3.17141	2.58729
0.25972	0.90636	0.99858	1.2647	1.93504	2.79992	2.48996
0.34409	0.9817	1.05869	1.42691	2.00209	2.97709	2.47781
0.38669	1.17326	1.33884	1.63774	1.95401	2.83076	2.50946
0.44257	1.38421	1.3153	1.6159	2.0653	3.04893	2.51577
0.46265	1.34525	1.50715	1.94445	2.22896	3.17167	2.59689
0.38859	1.1558	1.18073	1.56035	1.91294	2.77832	2.40217
0.26151	0.7305	0.86949	1.31896	1.94997	2.99027	2.58981
0.45609	1.35427	1.40111	1.64448	2.06853	2.9147	2.48189
0.4601	1.25421	1.13708	1.48667	1.98563	2.97697	2.58645
0.42551	1.18257	1.2446	1.6905	2.21055	3.0862	2.59733
0.41456	1.20024	1.35075	1.7578	2.14301	3.05912	2.52539
0.38071	1.09585	1.06602	1.52398	2.02785	3.02607	2.52386
0.39016	1.22978	1.28351	1.64765	1.99143	2.82189	2.46483
0.38201	1.09503	1.06603	1.50024	2.12615	2.96865	2.52784
0.39421	1.20203	1.33411	1.55555	2.08157	2.90654	2.40678
0.40743	1.13315	1.28474	1.64984	2.15033	3.11157	2.55862
0.38798	1.05249	1.21506	1.65754	2.06219	3.0564	2.61203
0.45447	1.36199	1.42362	1.7546	2.17494	3.08209	2.55564
0.4445	1.41888	1.34681	1.76135	2.17056	2.96795	2.49121
0.40008	1.33148	1.26119	1.8245	2.31108	3.14253	2.58992
0.23622	0.65563	0.91196	1.45027	2.04981	3.1033	2.64569
0.23747	0.70263	0.78453	1.23662	1.90309	2.99331	2.47907
0.44627	1.27536	1.37628	1.72266	2.05828	2.9983	2.51332
0.20283	0.77251	0.86096	1.35579	2.01301	3.05442	2.54259
0.30618	0.98793	1.05524	1.52095	1.98004	2.82655	2.42926
0.29109	0.98809	1.04719	1.36836	1.92446	3.02175	2.52284
0.29926	0.98448	1.08336	1.30026	1.84598	2.89759	2.48184
0.34339	0.84618	0.79388	1.27726	1.94119	3.07414	2.6004
0.47403	1.42237	1.28916	1.70936	2.16331	3.04627	2.53097
0.47969	1.42012	1.47087	1.87448	2.37092	3.15351	2.56639
0.43963	1.44288	1.40696	1.8498	2.26614	3.07182	2.51455
0.34068	1.0801	1.13889	1.48002	1.94826	2.89516	2.54219
0.33335	1.04938	1.17963	1.49644	1.96095	2.92533	2.51548
0.61491	1.81251	1.77981	2.27301	2.28738	3.14659	2.52445
0.35085	1.09466	1.03995	1.42231	1.89069	2.87864	2.51403
0.4845	1.34815	1.38705	1.64515	2.18044	3.04002	2.49543
0.44292	1.41695	1.57596	1.92952	2.13061	2.93944	2.50414
0.47968	1.42356	1.50564	1.87444	2.3039	3.20175	2.58381
0.41412	1.35656	1.22749	1.61836	2.16318	3.07686	2.5464
0.38448	1.12505	1.43701	1.7955	2.07627	2.94479	2.47002
0.53474	1.49823	1.57679	1.9334	2.27	3.1421	2.5419
0.57763	1.87778	1.75484	2.13862	2.2605	2.91488	2.44071
0.47399	1.30016	1.25944	1.70319	2.10591	2.99151	2.53336
0.24006	0.72788	0.93204	1.28519	1.97481	3.02962	2.51184
0.19592	0.58453	0.61104	1.01952	1.74745	2.90343	2.46351
0.34487	1.01515	1.18772	1.58726	2.12456	3.10416	2.61532
0.4498	1.26923	1.14525	1.47373	1.9456	3.03604	2.54679
0.32233	1.07798	1.20667	1.60004	2.08989	2.91801	2.42854
0.24141	0.80679	0.86218	1.24198	1.8411	2.88452	2.52331
0.33636	1.23911	1.26606	1.65558	1.98122	2.89585	2.54493
0.26959	0.88965	1.03887	1.40358	1.84691	2.7663	2.49384
0.39145	1.34937	1.48417	1.83492	2.16517	3.0301	2.50502
0.47654	1.54304	1.68611	1.96814	2.19736	2.9148	2.48283
0.48585	1.33009	1.35234	1.74189	2.10924	3.0078	2.38647
0.53352	1.6767	1.77955	2.20589	2.48179	3.11804	2.5503
0.40642	1.19605	1.4489	1.84998	2.28475	3.10013	2.58377
0.46412	1.40872	1.34726	1.75525	2.17646	3.06878	2.48517
0.34594	1.13456	1.22664	1.70592	2.11819	2.98674	2.49913
0.52007	1.72893	1.5426	2.02477	2.33853	3.1594	2.57001
0.34611	0.9757	1.19608	1.59488	2.01123	2.8635	2.40363
0.44423	1.26453	1.24899	1.5736	1.92491	2.83015	2.42741
0.44229	1.14616	1.20147	1.54796	2.06065	3.23481	2.59591
0.39282	1.24389	1.37299	1.73868	2.1076	3.00699	2.51407
0.31296	0.84936	1.08689	1.44389	1.95235	2.93953	2.44793
0.36598	1.20848	1.22977	1.60592	2.03143	2.89471	2.40229
0.45267	1.41828	1.30159	1.67608	1.97807	2.94462	2.50922
0.34163	1.00084	1.15109	1.54065	2.11136	2.99755	2.49452
0.38849	1.10736	1.30805	1.73438	2.21862	3.10599	2.49676
0.21699	0.82126	0.92468	1.30005	1.90188	2.82904	2.41675
0.191	0.66543	0.71653	1.18244	1.83038	2.88743	2.40017
0.40083	1.19509	1.18773	1.60055	2.10031	3.05251	2.45946
0.32588	1.07693	1.09159	1.39696	1.9885	2.8744	2.4178
0.30002	0.998	1.00194	1.51251	2.09141	3.15223	2.5484
0.47041	1.45492	1.4213	1.89607	2.10379	2.98952	2.49194
0.37771	1.12149	1.31144	1.67953	2.1234	3.13731	2.53057
